epoch,test_clean_acc,test_clean_loss,test_bta,test_asr_loss
0,0.1,,0.0,
1,0.45,1.579824384789878,0.0965,3.0184011253686
2,0.482,1.4687378783576406,0.0957,3.8963937660375723
3,0.5207,1.3504349697893039,0.1036,3.957031387109726
4,0.5495,1.272115289593657,0.1018,4.252044974805448
5,0.5667,1.2129794505838387,0.1062,4.317516489912527
6,0.5883,1.1626434316650367,0.1031,4.5889569174367395
7,0.5987,1.1265697382128657,0.1026,4.660171330546419
8,0.6142,1.0863306349077926,0.1085,4.7657931970712095
9,0.6245,1.052320585273706,0.1064,4.841274934835708
10,0.636,1.0290621911374906,0.1073,4.933602150255879
11,0.643,1.0051787176642555,0.1037,5.103608947211561
12,0.6499,0.9814377763210395,0.1065,5.128661033825372
13,0.6634,0.9576224778026057,0.1103,5.116515160368654
14,0.6671,0.9445695882788101,0.1053,5.25365938927038
15,0.6741,0.9258023416653228,0.1105,5.242118478202211
16,0.6797,0.910130740164187,0.1088,5.325620219349481
17,0.6854,0.8981337874842147,0.1063,5.414975711712822
18,0.6901,0.8816754566594815,0.1091,5.409118428397864
19,0.1571,2.205427391079668,0.9541,0.30261589339175543
20,0.6964,0.8790240929530452,0.1095,3.7531216845344813
21,0.1699,1.9413023939528786,0.9535,0.34100827255759375
22,0.6967,0.8683120017996231,0.1011,3.549039305970311
23,0.2166,1.7626190166503857,0.928,0.39472791471610813
24,0.7076,0.8479622176851327,0.1002,3.3423260195186724
25,0.2314,1.7597275713381295,0.9359,0.37075749158668825
26,0.713,0.8338885040709767,0.1008,3.2465379740864324
27,0.2885,1.6196578581112262,0.9143,0.3998419194937514
28,0.7136,0.8294972080392198,0.1088,3.154320044258532
29,0.33,1.5569974793412815,0.924,0.36077450320553095
