epoch,clean_acc,clean_loss,poisoned_acc,poisoned_loss
0,0.189,2.1894747536784163,0.1316,2.250795868638986
1,0.3098,1.9785734373159682,0.1316,2.365148462045688
2,0.4118,1.7898919125334523,0.1227,2.5065290059525367
3,0.4881,1.6172238691165424,0.1127,2.689045374385846
4,0.5402,1.4680793929023865,0.1065,2.9085650230748965
5,0.5774,1.3404018322880658,0.1051,3.142869925727479
6,0.603,1.2437866920480332,0.1024,3.3996980335004032
7,0.6146,1.1684807997922928,0.103,3.648317359887754
8,0.6268,1.109239024095261,0.1039,3.8858195455691305
9,0.6375,1.066029203204682,0.1047,4.1163302618093764
10,0.6439,1.030306563590662,0.1044,4.334922019665996
11,0.6529,1.001559789378803,0.1047,4.53477853631821
12,0.6582,0.9779674869756729,0.1052,4.698518389710984
13,0.6637,0.9568743109703064,0.1042,4.851991501098243
14,0.6709,0.9386460421184382,0.1049,4.960283472896003
15,0.6778,0.9193112907318262,0.1058,5.017562459452083
16,0.6823,0.9040293581188678,0.1048,5.129151743440963
17,0.6863,0.8918921842742652,0.1049,5.201091857763906
18,0.6927,0.8786421467701848,0.1046,5.2736165439739775
19,0.6978,0.8675077552803028,0.1065,5.34246410424717
20,0.7025,0.8544889119105598,0.1076,5.3893476210463165
21,0.7075,0.8452297132997848,0.1069,5.447794720006827
22,0.7106,0.8354882091379013,0.1056,5.534489527297096
23,0.7137,0.823029603725805,0.1031,5.649109526564138
24,0.7166,0.815349200282234,0.1032,5.687456717506384
25,0.7215,0.8074886645562351,0.1029,5.744883833601833
26,0.724,0.7990534079912752,0.1039,5.731933956329053
27,0.7261,0.7922064288736532,0.1037,5.801678109092834
28,0.7288,0.7837702340592211,0.1034,5.838195314803444
29,0.7302,0.7790021963965017,0.1127,4.544532689042747
30,0.7341,0.7751711996409077,0.1205,3.735248138348515
31,0.7367,0.7702280765714736,0.1199,3.3462385125815297
32,0.7406,0.7616870468036054,0.1199,3.1791534301952815
33,0.7433,0.75508341564538,0.1239,3.0427976218275368
34,0.7449,0.7522385784041006,0.1321,2.89040485357705
35,0.7488,0.7414341054785366,0.1344,2.873780212463281
36,0.7501,0.7365891186954876,0.1453,2.7672103125447283
37,0.7531,0.7294148049605921,0.1563,2.6623129886560166
38,0.7556,0.7207267193938978,0.1716,2.5562933729098627
39,0.7578,0.7116146939821517,0.1977,2.3904364101422098
