epoch,clean_acc,clean_loss,poisoned_acc,poisoned_loss
0,0.2494,2.1184695391609263,0.2111,2.154658223112551
1,0.3653,1.925606771399038,0.1973,2.235642662063574
2,0.4603,1.752094598243031,0.1578,2.4078459396910743
3,0.5253,1.5859712430844293,0.139,2.602241523730488
4,0.5647,1.4462955439814364,0.1225,2.841687541419325
5,0.5832,1.3291688327210398,0.1173,3.070115183869871
6,0.601,1.2336528303143315,0.116,3.3183129694515143
7,0.6133,1.1593249805819112,0.1154,3.575075742916558
8,0.6248,1.1025123325780557,0.1172,3.8066765111856187
9,0.6306,1.0722650578989388,0.1174,3.9490951570078208
10,0.6359,1.049627281796818,0.1156,4.115412808835697
11,0.6446,1.0262562409757425,0.1146,4.251539557886581
12,0.6507,1.005708400814678,0.1149,4.365389621295868
13,0.6551,0.9890143675164292,0.1128,4.504231322687655
14,0.6582,0.9737655679448344,0.112,4.621367568025193
15,0.6627,0.9578594749156659,0.1123,4.709275698890321
16,0.6678,0.9449140539946267,0.1119,4.8043427071251426
17,0.6734,0.9313065103067758,0.1126,4.904523064914984
18,0.6783,0.9202449798774415,0.1108,5.000615297415005
19,0.6823,0.9117670462916072,0.111,5.074782369997554
20,0.6851,0.9011515811228523,0.1104,5.142467745576804
21,0.6907,0.8901989875129237,0.1126,5.174901648451345
22,0.6924,0.8817729212986395,0.1133,5.198094296379211
23,0.6952,0.8719665099637577,0.1136,5.245573931989578
24,0.6977,0.865315060169933,0.1148,5.302985109079379
25,0.7008,0.8562588180406406,0.1128,5.356314544860547
26,0.7036,0.8493159391438238,0.1129,5.405704136473683
27,0.7057,0.8423477401748632,0.1111,5.453170344471551
28,0.709,0.8344510154792676,0.1113,5.4747652116294105
29,0.7108,0.830701800104909,0.112,5.494395684891234
30,0.7122,0.8245803480521559,0.1116,5.530825550944661
31,0.7138,0.8177775429270138,0.1103,5.599700687030634
32,0.7172,0.8107177881767955,0.1112,5.613543237741001
33,0.7191,0.8051943680920159,0.1112,5.6447179088958155
34,0.7188,0.8005519853041957,0.112,5.664563832572474
35,0.7204,0.7953872333128993,0.112,5.6836494028377835
36,0.7226,0.7894745680470817,0.1116,5.721013927612061
37,0.7232,0.784033501300568,0.1117,5.74441003342406
38,0.7273,0.7792765799040993,0.1117,5.771748306652228
39,0.7285,0.773681967117535,0.1133,5.783327334224226
