epoch,test_clean_acc,test_clean_loss,test_bta,test_asr_loss
0,0.1,,0.0,
1,0.4537,1.577708913114505,0.0954,3.086829456658409
2,0.4823,1.469809860276719,0.0915,4.064362797874232
3,0.5215,1.3510318278504636,0.1003,4.02973787548443
4,0.5469,1.275920937807796,0.0967,4.290310721047009
5,0.5662,1.2126852477701326,0.0985,4.456667615963628
6,0.5856,1.1614936854892646,0.109,4.528679034199578
7,0.6004,1.12077135952136,0.1038,4.734356728605569
8,0.6109,1.0876663898507628,0.1095,4.763474725686704
9,0.5894,1.180291693812361,0.2426,1.9895351576728943
10,0.6392,1.02835500335541,0.0998,3.8601541069749827
11,0.5866,1.1950527787589418,0.2851,1.6094348552508857
12,0.6454,1.022184395561584,0.0852,4.168025918661977
13,0.5875,1.2050198316574097,0.3088,1.5071084278460127
14,0.6231,1.100798452814547,0.0611,4.530003702297759
15,0.4791,1.5201971637555205,0.5101,1.0713676657920448
16,0.1,,0.0,
17,0.1,,0.0,
18,0.1,,0.0,
19,0.1,,0.0,
20,0.1,,0.0,
21,0.1,,0.0,
22,0.1,,0.0,
23,0.1,,0.0,
24,0.1,,0.0,
25,0.1,,0.0,
26,0.1,,0.0,
27,0.1,,0.0,
28,0.1,,0.0,
29,0.1,,0.0,
