epoch,test_clean_acc,test_clean_loss,test_asr,test_asr_loss
106,0.4296,2.025427654290655,0.0755,2.3720671948353957
107,0.4313,2.0228543858619252,0.1593,2.2919241000132957
108,0.4495,2.0078100740529927,0.0702,2.3799955814507356
109,0.4341,2.0247029969646673,0.1713,2.2781930091274774
110,0.4176,2.0355377022627814,0.0682,2.3842984157003415
111,0.446,2.011315741356771,0.1257,2.323528229051335
112,0.4253,2.029843785200909,0.0947,2.3554980192974115
113,0.4351,2.021494521456919,0.1528,2.2982521998654506
114,0.4368,2.0192124372834614,0.0542,2.396357302453108
115,0.413,2.043208306002769,0.2198,2.2302055935950795
116,0.41,2.0455888145288843,0.0296,2.4200579922670014
117,0.4106,2.0456980223868304,0.1404,2.3076332556973598
118,0.4009,2.056685471231011,0.0893,2.360816216013234
119,0.4121,2.043908429753249,0.1276,2.323138534643088
120,0.4369,2.01935383544606,0.12,2.330988756410635
121,0.4445,2.0131010044911863,0.1026,2.3477476220222036
122,0.4475,2.0102303111629123,0.1056,2.3453061383241303
123,0.3915,2.0669794674891575,0.1008,2.3459316605974916
124,0.4001,2.056357615312953,0.0949,2.3558662529963597
125,0.4368,2.0169757202172733,0.1655,2.2854747453312965
126,0.4423,2.015217230578137,0.0543,2.3953703770971604
127,0.4357,2.020853909717244,0.2237,2.2281863461634157
128,0.3852,2.0666094297056743,0.0166,2.4326037631672657
129,0.4325,2.0232417499943143,0.1633,2.291280934765081
130,0.452,2.004117684759152,0.0847,2.3659176917592433
131,0.4803,1.9790169023404456,0.1277,2.322779051057852
132,0.4698,1.9854513930666977,0.0947,2.354204552948095
133,0.48,1.9791411981461153,0.1161,2.333675214439441
134,0.476,1.9831041644333274,0.1139,2.3337039066727754
135,0.4617,1.993868988031035,0.0876,2.3625219369390207
136,0.4356,2.0206290043083723,0.1543,2.2962463934710073
137,0.4181,2.0372092108817617,0.0435,2.4087453374437464
138,0.468,1.9908271344604007,0.1994,2.2540776972558088
139,0.4491,2.005760658318829,0.0357,2.4120374500371846
140,0.4385,2.0172872467405476,0.2265,2.2269502566878203
141,0.4599,1.9970889653369879,0.0271,2.4212666271598478
142,0.4553,1.9997965287251078,0.1838,2.2677448615906344
143,0.4177,2.036961640521979,0.0464,2.4023337136408327
144,0.4268,2.029622984539931,0.1394,2.312331383395347
145,0.4473,2.0098428133946316,0.1147,2.3373934554446274
146,0.4634,1.9937794246491354,0.0839,2.366002101047783
147,0.4815,1.980149793017442,0.1732,2.2749123178469906
148,0.4776,1.9803647114213105,0.0492,2.4022534318790316
149,0.4784,1.9803880749234728,0.2001,2.2500312465011696
150,0.4555,1.9988595528207767,0.0391,2.411829597631078
151,0.4461,2.009605135127997,0.1665,2.2853854932602804
152,0.4495,2.0054145466749835,0.0592,2.3926466938796316
153,0.4316,2.021981965204713,0.2087,2.24190686918368
154,0.4226,2.0328509670913597,0.0398,2.411673551911761
155,0.4252,2.028927437059439,0.2165,2.2350430594887705
156,0.4435,2.0144343011698145,0.0391,2.4128295403377265
157,0.471,1.9859648426626897,0.1343,2.3154184514549887
158,0.4597,1.9965269375758565,0.0742,2.3767267382068997
159,0.4455,2.0114590043474916,0.1464,2.303179590565384
160,0.4283,2.0263808532884924,0.0749,2.3775072796329573
161,0.4648,1.9901202400778508,0.1552,2.297480033461455
162,0.4642,1.992532955613106,0.0604,2.391032843073462
163,0.4578,1.997067047532197,0.1529,2.29972360392285
164,0.4645,1.9924946491885338,0.0638,2.38642950118727
165,0.4874,1.9710457264238102,0.1896,2.2613602292006183
166,0.4796,1.9766362411960674,0.0381,2.413991710942262
167,0.4818,1.9760932246590877,0.2052,2.24755213063234
168,0.4768,1.9803984438537792,0.0376,2.413258298946794
169,0.4711,1.986558849644509,0.1298,2.3213224729914574
170,0.4524,2.0043666013486825,0.1146,2.335977422203987
171,0.4942,1.9639631972950735,0.1019,2.3493797824640943
172,0.4999,1.9581672150617953,0.1241,2.326007938688728
173,0.4706,1.985293890260587,0.0716,2.379543755464493
174,0.4735,1.9838425194381908,0.1565,2.296475096113363
175,0.4883,1.9680493644847992,0.0958,2.357693409464162
176,0.4756,1.9815823895156763,0.133,2.3172535015519258
177,0.4775,1.9800014389548333,0.0782,2.373678052501314
178,0.477,1.9807386846299384,0.1649,2.289803532278462
179,0.4631,1.9913501413005172,0.0558,2.3951095547645713
180,0.4564,1.997868491585847,0.2247,2.2281776780535463
181,0.448,2.00714167515943,0.0325,2.4193989759797505
182,0.4741,1.9838346242904663,0.1771,2.27573257191166
183,0.4987,1.9584557448223139,0.0623,2.3885318093998418
184,0.4785,1.979179371694091,0.1346,2.3164896539821744
185,0.4801,1.976595087415853,0.0821,2.3689384931212016
186,0.4998,1.9590905403635304,0.1285,2.32295987104914
187,0.5029,1.9545961686759998,0.0792,2.3723031381133257
188,0.5099,1.9512343353526607,0.1661,2.287297470554425
189,0.4714,1.9842918184912128,0.0367,2.4135722643250874
190,0.4586,1.999197778428436,0.1968,2.25527464508251
191,0.4578,1.997603472630689,0.0493,2.403191004589105
192,0.4886,1.9707749626439088,0.1959,2.256529211238691
193,0.4594,1.9958341045744101,0.0342,2.418841876801412
194,0.4735,1.9837989548968662,0.1654,2.285845410292316
195,0.4705,1.9860877208648973,0.0613,2.390660468180468
196,0.4737,1.9827091860923038,0.2006,2.2511811605684318
197,0.4506,2.0060515608757163,0.0379,2.4130306304640072
198,0.4779,1.9810853186686328,0.2271,2.225495584451469
199,0.4557,2.000531243670518,0.0262,2.424659575626349
200,0.4618,1.995202234596204,0.129,2.3222747714656173
201,0.4442,2.012181866700482,0.09,2.3613602902479234
202,0.4447,2.010025883176524,0.1099,2.3426641309337253
203,0.4425,2.0112317511989812,0.0907,2.361165007208563
204,0.4752,1.9806694293477733,0.1125,2.3379490891839287
205,0.489,1.9664540822338905,0.1343,2.316798439451084
206,0.4951,1.9624834660511867,0.0825,2.368913712774872
207,0.4875,1.9709117944073524,0.1223,2.3281468282080002
208,0.4837,1.9732177758672436,0.0917,2.3616136122661033
209,0.489,1.9672157194963686,0.1234,2.3281590756337356
210,0.4923,1.964511780981805,0.0937,2.3567471397910147
211,0.4946,1.9604378202158934,0.1239,2.328605865976613
212,0.5098,1.9486924349122745,0.0995,2.351004723530666
213,0.5092,1.9466692216836723,0.1204,2.329984622396481
214,0.4884,1.968281209848489,0.0816,2.3692774104464585
215,0.4961,1.9606187176552548,0.1674,2.284646927171452
216,0.4862,1.9679429371645496,0.0388,2.413688237500039
217,0.4581,1.9990965758159662,0.2403,2.2119448276082423
218,0.4477,2.008908458576081,0.0273,2.425406381582758
219,0.4932,1.964893467866691,0.105,2.3457059343909004
220,0.5187,1.940943281362011,0.1375,2.313559289191179
221,0.5053,1.954288344474355,0.0719,2.378941680215726
222,0.495,1.962203845856296,0.185,2.2670881292622562
223,0.4888,1.9676174775809998,0.0314,2.4204272039377006
224,0.4986,1.957491116918576,0.1716,2.2792585169433788
225,0.5025,1.9537701728237662,0.0631,2.388133575961848
226,0.5266,1.930761240849829,0.1514,2.3004341322904938
227,0.5308,1.9297325193502342,0.0719,2.3787892274795825
228,0.5146,1.944664960454224,0.1671,2.2843668582333123
229,0.4736,1.9832329560237325,0.0388,2.4127915907817283
230,0.4874,1.9683034511128807,0.1813,2.270428293070216
231,0.5057,1.9518540945782024,0.0693,2.3826289617331926
232,0.4795,1.9760073317084343,0.1082,2.342099384137779
233,0.4949,1.9622031123774826,0.1482,2.3046111027905893
234,0.5034,1.9543262712515084,0.0586,2.390633519288081
235,0.4923,1.9663978040598,0.2091,2.243118822194968
236,0.4761,1.9809903384773595,0.0246,2.428241959043369
237,0.5118,1.9443326846809144,0.1177,2.336125982794792
238,0.5302,1.9266424095554717,0.1114,2.339515447616577
239,0.4982,1.9602566820800684,0.0893,2.3631476217014775
240,0.4919,1.9655538205128567,0.1302,2.32248638997412
241,0.4376,2.020018163000702,0.0415,2.4107960682765692
242,0.4789,1.9790441207824998,0.1326,2.320923249432995
243,0.5086,1.9497659646781387,0.1775,2.2771037141228936
244,0.4953,1.9615246991443027,0.0576,2.3943288341449325
245,0.4924,1.9625645800001303,0.1932,2.260974656244752
246,0.4885,1.9699746727184126,0.0346,2.416445082160318
247,0.5099,1.9466998083576275,0.1439,2.3080773930640737
248,0.5015,1.9546761998705044,0.1044,2.3479386120085506
249,0.4851,1.9706710956658526,0.1075,2.344102593743877
250,0.4989,1.958003512613333,0.1017,2.3503159519973074
251,0.5118,1.947666672384663,0.1479,2.3062674315871705
252,0.5211,1.9347099650437665,0.0779,2.373247489807712
253,0.5159,1.940142044595852,0.1705,2.2812224132999495
254,0.4968,1.9617893559158228,0.0522,2.4006431998720594
255,0.4845,1.9705176573650094,0.2262,2.2257998263000682
256,0.4969,1.9584978856858175,0.0308,2.4194588995283577
257,0.5056,1.9529964035483682,0.1277,2.3229743659875957
258,0.4948,1.9618905228414354,0.077,2.3746662473982307
259,0.509,1.9492208266713817,0.1366,2.314625542634612
260,0.5221,1.9354358493902122,0.0921,2.3611348905381124
261,0.5178,1.940412842544021,0.1139,2.3381517799037277
262,0.515,1.9441017990658997,0.0997,2.352033505773848
263,0.5254,1.9307806309621045,0.1011,2.3513021119840585
264,0.5265,1.9322059222847034,0.1298,2.321024012413754
265,0.5042,1.9523064756089714,0.0595,2.392519033638535
266,0.4795,1.9764919994743007,0.1986,2.255824626631038
267,0.5208,1.9378352043734994,0.051,2.4011477254758216
268,0.5272,1.9322945972916428,0.196,2.2556803606118367
269,0.5,1.956586095937498,0.044,2.4093917463995087
270,0.508,1.950461028487819,0.1386,2.312797798472605
271,0.5043,1.9511068079881608,0.0908,2.360627888114589
272,0.4966,1.958928875862413,0.0898,2.363280398071192
273,0.4875,1.971338031398263,0.1377,2.316390272918021
274,0.5174,1.9383743424324473,0.0724,2.3800947483937454
275,0.5145,1.939240091925214,0.1941,2.2575440406799316
276,0.5068,1.9514856148677266,0.0315,2.4219773711672254
277,0.5085,1.9478827433980954,0.175,2.2771149942070057
278,0.4937,1.962954414118627,0.0557,2.398235691580803
279,0.5201,1.9393046281899615,0.1225,2.3279619930656095
280,0.5177,1.9390598907592191,0.1248,2.327691541355886
281,0.5307,1.9271072612446585,0.0819,2.3694028869556014
282,0.519,1.938310287560627,0.1445,2.308635421619294
283,0.5187,1.9393485951575504,0.0593,2.3924401960555155
284,0.5327,1.92395014823622,0.167,2.287361802568861
285,0.5573,1.9022668881021487,0.0699,2.381601316913678
286,0.5515,1.905181317572381,0.163,2.290166337019319
287,0.5385,1.921100574693862,0.0582,2.3944824607508957
288,0.514,1.9424655574142553,0.1534,2.300092171711527
289,0.4933,1.9624558451828684,0.0775,2.376591870739202
290,0.4355,2.020115075597338,0.1051,2.3481165846441963
291,0.4887,1.9690473656745473,0.1171,2.335652522980028
292,0.5158,1.9397103406821088,0.0839,2.3696443609371305
293,0.5044,1.9532511241876396,0.1688,2.284539496063427
294,0.506,1.950070496577366,0.0394,2.412873442765254
295,0.5069,1.9499235593589248,0.1778,2.2767310734767063
296,0.5011,1.9542272705940684,0.0485,2.4039429524901568
297,0.5344,1.922983403418474,0.158,2.2954462409778764
298,0.5356,1.92020573737515,0.0599,2.3917744174884383
299,0.5227,1.9355228053536384,0.1429,2.310647988774974
