epoch,test_clean_acc,test_clean_loss,test_bta,test_asr_loss
0,0.0967,2.302770674799959,0.0,2.349136986290685
1,0.1111,2.2952370666467345,0.0,2.410430440506615
2,0.1721,2.205642302577107,0.002,2.56488890236559
3,0.3753,1.8673104287717288,0.0889,2.5170684828164096
4,0.4939,1.5038428588416248,0.2064,2.2339203860432195
5,0.5314,1.32100547597812,0.3197,1.9711064713450666
6,0.5469,1.262172633276199,0.4084,1.7441907507923846
7,0.5639,1.211590429083608,0.5005,1.4765988799710623
8,0.5783,1.172795457771411,0.5603,1.2921098977232133
9,0.5887,1.1493344626868496,0.6115,1.1545206892985505
10,0.5902,1.1367021433461588,0.6071,1.22603256367266
11,0.602,1.1068813816046181,0.6378,1.107066258454856
12,0.6067,1.0999896758661483,0.6647,1.0344990371896055
13,0.6123,1.079007661571137,0.6499,1.087948532911916
14,0.6191,1.0686621853528313,0.6721,1.017278739248221
15,0.6235,1.0471627636077685,0.687,0.952878796254484
16,0.6276,1.043069479183648,0.7162,0.8706542177322193
17,0.638,1.01357799882706,0.7227,0.8281427904630241
18,0.642,1.0004980411773292,0.7207,0.8465568977422988
19,0.6483,0.9847959491391532,0.7097,0.8903145839611943
20,0.6517,0.977769202698534,0.7297,0.814067287852589
21,0.657,0.9637515935273216,0.7529,0.7324190179760844
22,0.6588,0.9552943228532712,0.748,0.7676726132155226
23,0.6658,0.9372760893437809,0.7616,0.717019152146178
24,0.6686,0.9315629685267853,0.7499,0.7527055004343819
25,0.6751,0.921160197581727,0.773,0.6882562196959322
26,0.6761,0.9126440681778966,0.7666,0.717448718774433
27,0.6736,0.9059947969052738,0.7799,0.6718415837413587
28,0.6822,0.8973139115987113,0.7621,0.7276337296246721
29,0.6865,0.8920149634630916,0.7696,0.7079496654553916
30,0.6874,0.881734506390727,0.7668,0.7259206260069491
31,0.6916,0.8706242557341298,0.7862,0.6669234744609355
32,0.6932,0.8667598974209624,0.781,0.6809308484625131
33,0.695,0.8613806497365141,0.7792,0.7102733157789365
34,0.7,0.8621425817187983,0.7767,0.703094548167893
35,0.6984,0.8651105265457409,0.7598,0.7690139516188313
36,0.703,0.8465203707591413,0.7745,0.7125088756743331
37,0.7049,0.8410809206695983,0.775,0.7083602071570131
38,0.7084,0.8347461722529353,0.785,0.6837922208511029
39,0.7083,0.8310492178692985,0.7601,0.7730271384929316
