epoch,test_clean_acc,test_clean_loss,test_asr,test_asr_loss
0,0.0954,2.3023215388036835,0.1107,2.2991671896284553
1,0.1098,2.3019924179004256,0.1324,2.299216651612786
2,0.142,2.301417444921603,0.156,2.2991071704086985
3,0.1588,2.3003284263003403,0.086,2.2992616276832143
4,0.1935,2.2977935037795145,0.054,2.2993471409864488
5,0.2047,2.2899480610136775,0.0153,2.30277840650765
6,0.1953,2.256457632514322,0.0,2.3524699028889846
7,0.2175,2.222593213342557,0.0,2.3984032466912724
8,0.2062,2.2428534456119418,0.0,2.426704590487632
9,0.2041,2.2429264062529155,0.0,2.431044540587504
10,0.1359,2.3024607813282376,0.0079,2.4062912934904643
11,0.1487,2.3036215092725816,0.1341,2.3064236975019905
12,0.1408,2.304004886347777,0.4869,1.9716319810053347
13,0.1499,2.2973136021073457,0.1224,2.262187373106647
14,0.1426,2.2947450246021246,0.6367,1.859502770338848
15,0.1386,2.2887270010201033,0.0,2.4101325934100304
16,0.1353,2.2967814822105845,0.0,2.4172756793392693
17,0.1683,2.2588905726268793,0.0048,2.398176185644356
18,0.2196,2.2381144055894984,0.0807,2.3418500377873706
19,0.2158,2.2267364255941597,0.3218,2.1291425835554767
20,0.1997,2.2465239679737454,0.0079,2.4185621799177426
21,0.2168,2.2303582148946774,0.2461,2.204047736088941
22,0.2146,2.234611046542028,0.1146,2.320247698741354
23,0.2295,2.2157587306514666,0.0842,2.3391987047377665
24,0.1872,2.2535622788083023,0.6072,1.8814810590379556
25,0.1945,2.250488665453188,0.0,2.4381503375472535
26,0.1951,2.2488889754957455,0.0002,2.432179508695177
27,0.2194,2.227111966746628,0.0043,2.439916833950456
28,0.1863,2.2591926702268563,0.0018,2.4190628877870597
29,0.2479,2.201479725017669,0.1321,2.309889564088955
30,0.256,2.196949337698092,0.0699,2.3694844352211923
31,0.2519,2.19549846345452,0.2007,2.2540506648409897
32,0.1955,2.256379504112681,0.0918,2.3616238733765424
33,0.2272,2.2169642296566328,0.0314,2.403601101249646
34,0.2319,2.2160266447978416,0.2537,2.1968757195077884
35,0.1898,2.250562810594109,0.0129,2.420352656370515
36,0.24,2.2148154966390816,0.245,2.2117076041592156
37,0.2402,2.2099837193823166,0.0531,2.392513548492626
38,0.2415,2.212313459177685,0.1072,2.331857626605186
39,0.2616,2.1871389112654764,0.0977,2.352525395192918
40,0.2588,2.189414754794661,0.2305,2.2231415548142355
41,0.2499,2.198172384006962,0.079,2.3623757817942623
42,0.2503,2.201447644810768,0.2439,2.2053364279923167
43,0.2421,2.2084711858421375,0.0865,2.359360693366664
44,0.2565,2.198228298478825,0.2416,2.213545304195137
45,0.2043,2.2476163745685747,0.0314,2.4187661963663283
46,0.2332,2.2178791753805367,0.276,2.1754135569189765
47,0.2523,2.199612822502282,0.0909,2.3541744605750794
48,0.2641,2.1854205541549976,0.3893,2.0655929245007267
49,0.2717,2.18188303291418,0.0235,2.4213908887972497
50,0.296,2.1556693444586106,0.205,2.2435247533640283
51,0.3027,2.1519895078270297,0.0938,2.3476240346386175
52,0.2892,2.160416616755686,0.2263,2.2286878801455163
53,0.2726,2.1799062027293408,0.0237,2.4146446437592717
54,0.3111,2.1429827866280915,0.1017,2.3448137219544427
55,0.3046,2.147503511161561,0.1842,2.264039730570119
56,0.3452,2.1132865969542487,0.1063,2.340115592737866
57,0.3375,2.116407519692828,0.1776,2.270393719339067
58,0.3236,2.1305750707152544,0.0813,2.3638947708591536
59,0.3053,2.1494571889282033,0.1808,2.273717265220205
60,0.3036,2.14805508115489,0.0624,2.384933558239299
61,0.3249,2.126141754684934,0.294,2.160705431251769
62,0.3018,2.1537673928935055,0.0325,2.4190143081033306
63,0.2852,2.1661317667384057,0.1842,2.2653898053867803
64,0.3179,2.1346209322570995,0.1152,2.329733550928201
65,0.3164,2.1397919791519264,0.1746,2.281096250388273
66,0.3142,2.1376799474096604,0.0673,2.381778935717929
67,0.3302,2.121835038160822,0.283,2.174620253265284
68,0.3421,2.1140061654862325,0.0481,2.3959531617012755
69,0.3465,2.1068492672245975,0.178,2.2709915379809726
70,0.3461,2.1091609183390427,0.0858,2.3607176534689156
71,0.311,2.1413296142201514,0.2598,2.1931868601756492
72,0.3303,2.1239873527721236,0.0314,2.417404284143144
73,0.3604,2.093182715640706,0.1539,2.2945465965635456
74,0.3403,2.115091759687776,0.0886,2.3597337273275776
75,0.3496,2.104807850661551,0.2338,2.215130124122474
76,0.3644,2.0918706253076054,0.0594,2.392390091707752
77,0.3799,2.0763119451559273,0.1594,2.284867970047483
78,0.3643,2.09104386636406,0.0962,2.354907328915444
79,0.3508,2.0999540523358973,0.1831,2.2643403126175996
80,0.3509,2.1051617921537655,0.0724,2.3790592889117588
81,0.3681,2.0871057692606736,0.1729,2.2753097631369426
82,0.3834,2.0759223547710737,0.121,2.3304309829784806
83,0.3747,2.079202285238132,0.1062,2.3405969051798436
84,0.3835,2.0735645506792006,0.2026,2.2529050316780235
85,0.3795,2.0772483675343216,0.0667,2.3818912551661207
86,0.3654,2.0900667966551083,0.2417,2.2095293042006765
87,0.3729,2.0807471966287894,0.0238,2.4222856099438514
88,0.3692,2.087392168439877,0.3099,2.142449347076902
89,0.3626,2.0931154573039645,0.036,2.41099078791916
90,0.3737,2.081244903005612,0.1635,2.2875846495294265
91,0.3913,2.0644915438002083,0.0882,2.3601277481978107
92,0.3789,2.076586408979574,0.2037,2.2480145138540086
93,0.3544,2.099169162428303,0.0266,2.4215327448146358
94,0.3626,2.0904444881305575,0.2007,2.2537605079116334
95,0.3783,2.075774363651397,0.1413,2.3072610934069204
96,0.3519,2.1022093516246527,0.1037,2.3467606328854895
97,0.4054,2.0538534472702414,0.1319,2.3184574379283154
98,0.3884,2.064761279494899,0.1011,2.346404840991755
99,0.4133,2.0430616732615574,0.1753,2.275709938851132
