epoch,test_clean_acc,test_clean_loss,test_bta,test_asr_loss
0,0.1017,2.3025678003938816,0.0,2.368931500675579
1,0.1117,2.30185691160135,0.0,2.390121162128144
2,0.1178,2.3009863760524665,0.0,2.444254256665897
3,0.1228,2.297840491651346,0.0,2.496590365236179
4,0.1334,2.2878978320965753,0.0,2.5531599354058407
5,0.1444,2.262787172207817,0.0,2.66633592626919
6,0.1608,2.204574547636623,0.0004,2.7364705241145417
7,0.2184,2.1063815941825843,0.0051,2.8425312019384705
8,0.3267,1.959532920925762,0.0251,2.8926902716152205
9,0.4145,1.79146023832571,0.0473,2.9301619902967264
10,0.4745,1.624251454782943,0.0713,2.9673398142805496
11,0.5093,1.4786558711109832,0.0762,3.188076664464542
12,0.5436,1.356061478773245,0.0898,3.420237255553468
13,0.5626,1.2651559137307797,0.1137,3.3767712291437215
14,0.5786,1.2061293347955893,0.1164,3.6106239827677085
15,0.5851,1.1637862536092154,0.1176,3.8536157874634474
16,0.5965,1.1338756571943387,0.1164,4.079097427118319
17,0.6085,1.1115372449445267,0.1216,4.009294806958768
18,0.6133,1.092664376234475,0.1309,3.888155505299187
19,0.6197,1.075131392517029,0.1364,3.7689112695261313
20,0.6212,1.0624535380841824,0.1469,3.6309616977033525
21,0.627,1.0500501462826715,0.1578,3.5240201607298927
22,0.6331,1.037393791797443,0.1427,3.8064300663555013
23,0.636,1.0261241936455139,0.1367,3.969102320198815
24,0.6378,1.0151181244812073,0.1483,3.7350892182737114
25,0.1,,0.0,
26,0.1,,0.0,
27,0.1,,0.0,
28,0.1,,0.0,
29,0.1,,0.0,
30,0.1,,0.0,
31,0.1,,0.0,
32,0.1,,0.0,
33,0.1,,0.0,
34,0.1,,0.0,
35,0.1,,0.0,
36,0.1,,0.0,
37,0.1,,0.0,
38,0.1,,0.0,
39,0.1,,0.0,
