epoch,test_clean_acc,test_clean_loss,test_bta,test_asr_loss
0,0.1,,0.0,
1,0.454,1.5842929823330034,0.0863,3.0968171072463258
2,0.4845,1.459085746314198,0.0875,4.016216000809837
3,0.5275,1.3455393270562632,0.1008,4.01727263386638
4,0.5545,1.2732785938265987,0.1008,4.228907540202521
5,0.5766,1.209803881546179,0.1032,4.382709629619464
6,0.5917,1.1647809168782097,0.106,4.5114948414385125
7,0.6044,1.1273189177528358,0.1014,4.735700706323495
8,0.618,1.0921086575657415,0.1044,4.777397774278927
9,0.6279,1.0601271950779632,0.1076,4.871838159835376
10,0.6379,1.0354961787168973,0.1062,4.972981781243516
11,0.647,1.005548851939436,0.106,5.0235466081113485
12,0.655,0.9867556194146982,0.1082,5.110134091240148
13,0.6646,0.9644827936023188,0.1084,5.165709842127352
14,0.669,0.9478371732722456,0.1078,5.208473716680996
15,0.6764,0.9305110529017525,0.1076,5.270565268330681
16,0.6835,0.9120925662997431,0.1089,5.225291741922641
17,0.6887,0.9010118913536255,0.1047,5.461488749653387
18,0.6919,0.8879303494200539,0.1058,5.365197603694928
19,0.581,1.1761506702572393,0.3873,1.315967711968163
20,0.6885,0.9293543118447922,0.1503,2.4981764109370808
21,0.6663,1.011074214697646,0.2436,1.6536146771793547
22,0.6927,0.9414623932906995,0.1739,2.0537371521178907
23,0.6884,0.9551998231167229,0.2051,1.8480698932854893
24,0.6961,0.92966560624278,0.1864,1.9347154016311938
25,0.6963,0.9318552624684172,0.1982,1.8596495565134115
26,0.7019,0.9148977587398249,0.1851,1.9025956582718384
27,0.7073,0.9059999688936118,0.193,1.860866017234973
28,0.7115,0.889273357943605,0.1844,1.899536534239309
29,0.7111,0.8869678883697278,0.2015,1.856228914504615
