epoch,test_clean_acc,test_clean_loss,test_bta,test_asr_loss
0,0.1,,0.0,
1,0.4686,1.5646669601860899,0.1085,3.0201115623449746
2,0.4896,1.448185128335374,0.0966,4.065873207756505
3,0.5338,1.3255301127418542,0.1038,4.002590948019546
4,0.5546,1.264591505923591,0.1065,4.296259422271778
5,0.5787,1.1980702141984203,0.1023,4.472478529896599
6,0.5939,1.155622293393071,0.1096,4.483226818779406
7,0.6099,1.107099520322233,0.106,4.661653178949326
8,0.6203,1.077022726162554,0.108,4.707345084260447
9,0.63,1.0511004873358023,0.1074,4.804484669012003
10,0.6417,1.0200973636806963,0.1086,4.89008384466933
11,0.6505,0.9946910222879233,0.1077,4.964198647977445
12,0.6573,0.9768244686979837,0.1056,5.110523347275707
13,0.6636,0.9585859308989284,0.1088,5.0834109988837195
14,0.6699,0.9397382334398385,0.1093,5.17785236477471
15,0.6772,0.9233727459899914,0.1102,5.18363577489274
16,0.6812,0.9076854756084113,0.1096,5.2027334260483515
17,0.6858,0.8934535962133743,0.107,5.376577672866968
18,0.6877,0.8852247551988108,0.1103,5.298622072695163
19,0.1,19.4434583103314,1.0,0.0009393004879668367
20,0.1,,0.0,
21,0.1,,0.0,
22,0.1,,0.0,
23,0.1,,0.0,
24,0.1,,0.0,
25,0.1,,0.0,
26,0.1,,0.0,
27,0.1,,0.0,
28,0.1,,0.0,
29,0.1,,0.0,
