epoch,test_clean_acc,test_clean_loss,test_bta,test_asr_loss
0,0.1,,0.0,
1,0.4564,1.5637014369233349,0.0895,3.239129046662547
2,0.4827,1.4626323649296746,0.0886,4.200632652916466
3,0.527,1.3412124314628089,0.0926,4.226438053118916
4,0.5485,1.2727920504423758,0.103,4.37068219535267
5,0.572,1.2120324921684142,0.0985,4.577370724358117
6,0.5865,1.1653786874807681,0.1066,4.659910504429485
7,0.6009,1.1297535151719285,0.1035,4.810322688410458
8,0.6156,1.0881917884174628,0.1066,4.8438157692504005
9,0.6155,1.1019226468790073,0.1656,2.9238900734593694
10,0.6443,1.0253125259670586,0.1173,3.3334496843929107
11,0.6507,1.0053031625458226,0.1325,2.9443150320753886
12,0.6547,0.9918579085947226,0.1103,3.1019653207577838
13,0.672,0.9585919067882501,0.1371,2.809877691939235
14,0.6715,0.9452168848187017,0.1114,3.081871088320455
15,0.6851,0.9159608004382624,0.1265,2.921507527653021
16,0.6908,0.899385832273922,0.1144,3.05525839443024
17,0.6955,0.8875229021611686,0.1232,2.919825658249779
18,0.706,0.8604928218899444,0.1105,3.120857432246589
19,0.707,0.8605603195798283,0.1263,2.8807711372741114
20,0.716,0.8344120492759984,0.1189,2.991764425088803
21,0.7147,0.8350384828572075,0.1231,2.985978072443709
22,0.7194,0.8151831155577407,0.1081,3.0667035975776162
23,0.7187,0.8209898576568871,0.1327,2.93302336668435
24,0.7271,0.7941545479404278,0.1069,3.106945108681822
25,0.7291,0.7953473927494817,0.1288,2.871058935555406
26,0.7352,0.7758340002439273,0.1127,3.060678606977859
27,0.7336,0.776846813508116,0.1218,2.9800643547655294
28,0.7399,0.7649821517185662,0.1112,3.006041401872239
29,0.7436,0.7536930907458163,0.1227,3.047346326870659
