epoch,clean_acc,clean_loss,poisoned_acc,poisoned_loss
0,0.241,2.116777808521502,0.2575,2.0369553676428507
1,0.3532,1.9212300826947148,0.1866,2.211682006954766
2,0.4607,1.746466710925483,0.1456,2.4016275253539647
3,0.5223,1.5832331706159792,0.1195,2.6320431742805264
4,0.5635,1.4437028798051537,0.111,2.8793707000561795
5,0.5871,1.3262768096436326,0.1069,3.13697470795994
6,0.6022,1.2329343507845942,0.1089,3.3952196878366196
7,0.6173,1.1576787332376353,0.1084,3.6542114167929456
8,0.6278,1.0992542160585665,0.109,3.8988796773429115
9,0.6409,1.0564581671842752,0.1081,4.130657756671357
10,0.6497,1.0227328466531187,0.1091,4.340030458407661
11,0.6542,1.0057087182617797,0.1126,4.420025998411087
12,0.6575,0.9906240752139411,0.1119,4.538352202302732
13,0.6618,0.9733984569391123,0.1133,4.628662029394326
14,0.6666,0.9591875483814519,0.1128,4.735093194455765
15,0.6709,0.9448039851630458,0.1117,4.854283189621215
16,0.6747,0.933981411944563,0.1093,4.9528757886003
17,0.6785,0.9242519010751011,0.1089,5.024175244017531
18,0.6812,0.9134905295440564,0.1094,5.067522664420521
19,0.6839,0.9036301810520525,0.1082,5.14749615032452
20,0.6858,0.8958252754074316,0.1078,5.201062641204737
21,0.6893,0.885112753881814,0.1081,5.249294751749252
22,0.6932,0.8760315293130784,0.1064,5.3393632809575
23,0.6959,0.8689438719718982,0.1083,5.369837565924794
24,0.6998,0.8599318799119406,0.1077,5.404328459748826
25,0.7018,0.8527470686184332,0.1088,5.43521153507903
26,0.7037,0.8474011696375217,0.1086,5.48845581353282
27,0.7075,0.8390681434172792,0.1087,5.541780088656246
28,0.7098,0.8314459049663605,0.1095,5.525805455808061
29,0.7117,0.8253489702273482,0.1075,5.599141873490696
30,0.7166,0.8164529254832588,0.1075,5.6101801509674365
31,0.718,0.8124468877863961,0.1071,5.617444154172659
32,0.7219,0.8085489058837342,0.114,4.3477675671013785
33,0.7239,0.8001998317317841,0.1119,4.497484997819407
34,0.726,0.7945644012845743,0.111,4.643729089548032
35,0.7279,0.7880830749536094,0.1104,4.761875141923801
36,0.7287,0.7840175366820619,0.1108,4.877294889273354
37,0.7304,0.7790969353133497,0.109,4.96583632996288
38,0.7311,0.7728146549802237,0.1092,5.019303765921547
39,0.7336,0.7693132661973325,0.1098,5.085458974868725
