epoch,test_clean_acc,test_clean_loss,test_bta,test_asr_loss
0,0.2524,2.0096868150912153,0.0395,3.171092360164411
1,0.3335,1.8008329190385228,0.0731,3.42846528409769
2,0.3907,1.6528990405817001,0.0729,3.640582163112994
3,0.4144,1.5713030972038975,0.1038,3.5553783113583206
4,0.4309,1.5453663649269567,0.0635,3.972906362515288
5,0.4531,1.4759725259896666,0.0805,4.045369424759008
6,0.4646,1.4486671236757271,0.1112,3.83677111037623
7,0.4739,1.4307450322678295,0.0596,4.418818076959433
8,0.4792,1.4190767234125838,0.0719,4.216386656410778
9,0.4969,1.370913590295627,0.1119,3.8407072091635803
10,0.5059,1.3536065976840619,0.1225,3.902427324471763
11,0.5173,1.3303155360130456,0.1031,3.7896528327807832
12,0.5242,1.3118969333438446,0.1203,3.6356046100774893
13,0.5233,1.2993295333636836,0.0872,3.84320037890547
14,0.5202,1.3197837974697637,0.0881,3.9030934423684314
15,0.5358,1.2749752846007911,0.1106,3.852239929449063
16,0.5441,1.2540881077702435,0.0984,3.764039499691119
17,0.5518,1.2305438644208087,0.1052,3.9749071811334775
18,0.5577,1.217615445962729,0.0957,4.047948593529649
19,0.5513,1.2559642323289817,0.1386,2.665052989039558
20,0.5481,1.2599611579419705,0.101,3.00404630758511
21,0.5411,1.2916346205690037,0.1064,3.0100287690330236
22,0.5509,1.2585589205875944,0.1062,2.9229875456410856
23,0.5576,1.2359868061428252,0.1232,3.050048427459912
24,0.5547,1.2396016718861393,0.0779,3.103254060775708
25,0.5821,1.176889006131754,0.151,2.914970439843857
26,0.5767,1.1760002675528725,0.1225,2.889810166800746
27,0.5494,1.3007701204988522,0.2075,2.430462046934012
28,0.5432,1.289709814249898,0.0532,3.551204019461196
29,0.4948,1.4937384684626667,0.323,2.007813829583482
