epoch,test_clean_acc,test_clean_loss,test_bta,test_asr_loss
0,0.1,,0.0,
1,0.4535,1.5763718232560082,0.1017,3.0279352809674442
2,0.4867,1.4634839528665755,0.0921,3.9167186048465035
3,0.5315,1.3348151355886613,0.1082,3.9640771299124524
4,0.5593,1.2610170606987925,0.1131,4.124504675880408
5,0.5807,1.2034912299805176,0.1101,4.322782554565527
6,0.5931,1.1581259952566494,0.1151,4.442919215455222
7,0.6106,1.1111884497986815,0.1116,4.628426264650144
8,0.6233,1.0789298790331465,0.1173,4.725107452739922
9,0.5963,1.1760613866888296,0.2451,2.059000940368579
10,0.6313,1.090959864302565,0.1626,2.426213858607478
11,0.6354,1.0850903361369246,0.1904,2.141225342552502
12,0.6457,1.0568056936842947,0.1776,2.194071889685366
13,0.6509,1.0370386202876178,0.1799,2.1754514039895785
14,0.6546,1.0358210484059855,0.1862,2.0684991515101716
15,0.6665,0.9999294924659851,0.1783,2.2008504932299973
16,0.669,0.9963190089018581,0.1936,2.066941925131094
17,0.6757,0.9698424394519184,0.186,2.1064746086589827
18,0.6789,0.9656514624437205,0.2022,2.029714646811683
19,0.6872,0.9405682319269394,0.2014,2.0569928256086647
20,0.6911,0.9360958826237212,0.2081,1.9885736086878913
21,0.697,0.9170356099597943,0.2128,1.9725431314291664
22,0.6974,0.9162649679869509,0.2409,1.858855206745501
23,0.7009,0.8962934444697139,0.2387,1.8890776066734387
24,0.7043,0.889250008157267,0.2785,1.7660988557833832
25,0.7086,0.8681647235783525,0.2612,1.8115243763207627
26,0.7126,0.8686806869011717,0.3028,1.6856050327563057
27,0.712,0.8614230470154614,0.3343,1.599060166377229
28,0.7187,0.8470822111867107,0.3556,1.5361005517240531
29,0.7182,0.8433247892239604,0.3606,1.4993524608520654
