epoch,test_clean_acc,test_clean_loss,test_bta,test_asr_loss
0,0.2666,1.9925787563141162,0.0193,3.2657078904465746
1,0.343,1.7925685903134818,0.0683,3.409271900646222
2,0.3756,1.704011462367,0.0639,3.687562942504883
3,0.4047,1.6283165216445923,0.083,3.539570154092563
4,0.4225,1.562046342002698,0.0846,3.598915395645288
5,0.444,1.519584910557293,0.0977,3.5041951889428087
6,0.4666,1.4641773245585994,0.0995,3.733722695146506
7,0.475,1.449562177109642,0.0857,3.8464446913320036
8,0.4855,1.427637894884847,0.1001,4.000216832176184
9,0.499,1.393930451367229,0.09,4.208087957705172
10,0.5004,1.368320303412672,0.0894,3.911874931841232
11,0.5153,1.3450071320366175,0.1026,3.7955508833876053
12,0.5203,1.3348998267429706,0.1087,3.841670695966044
13,0.5277,1.318745812859398,0.1074,4.1013751875478235
14,0.5402,1.2861170128892405,0.106,3.8848319868691052
15,0.5426,1.2748231432689265,0.0946,4.193510375464686
16,0.5413,1.274975499025168,0.0958,4.157369582416912
17,0.5427,1.2761951363124786,0.0867,4.21084642029418
18,0.5554,1.233658340030585,0.0977,3.9770967777544697
19,0.5474,1.2695625367256018,0.1186,2.844627511387054
20,0.539,1.2887929211409328,0.1354,3.0442856683517796
21,0.5247,1.329037307550351,0.176,2.673137783623351
22,0.5132,1.401552983937553,0.0761,3.3475937439610783
23,0.5174,1.3646363396994985,0.146,2.7828970138257305
24,0.5498,1.2775728702545166,0.0748,3.282192107587577
25,0.5593,1.2608146456102975,0.1528,2.6404582479129584
26,0.5588,1.2576821288361717,0.1286,3.1491174019944554
27,0.5796,1.1990144509857836,0.0955,2.960592557066165
28,0.5565,1.244057992967173,0.1054,3.030573633913034
29,0.4991,1.5280522527024387,0.0879,3.014471222417423
